LPrice,LSqft,Bed,Bath,Age,Quality,AC,Garage,Pool,Price,Sqft
5.33244,3.27485,4,2,46,Low,Yes,2,Yes,215000,1883
5.29557,3.34537,4,1,54,Low,No,2,No,197500,2215
5.39777,3.2824,2,2,48,Low,Yes,2,No,249900,1916
5.25527,3.1784,2,2,43,Low,Yes,2,No,180000,1508
5.24279,3.25744,3,1,44,Low,Yes,2,No,174900,1809
5.27852,3.29181,4,3,67,Low,No,2,No,189900,1958
5.18752,3.20194,2,1,51,Low,Yes,2,No,154000,1592
5.17609,3.21378,2,1,52,Low,Yes,2,No,150000,1636
5.27852,3.25527,3,2,38,Low,No,2,No,189900,1800
5.1959,3.20412,3,1,52,Low,No,2,No,157000,1600
5.26007,3.19033,3,1,36,Low,Yes,2,No,182000,1550
5.27335,3.19811,3,1,44,Low,Yes,2,No,187650,1578
5.24304,3.2159,3,1,46,Low,Yes,2,No,175000,1644
5.27852,3.19201,3,2,43,Low,Yes,1,No,189900,1556
5.24304,3.22324,3,1,53,Low,Yes,2,No,175000,1672
5.20385,3.21748,2,2,45,Low,Yes,1,No,159900,1650
5.26694,3.22427,3,2,46,Low,No,2,No,184900,1676
5.24279,3.29226,2,2,55,Low,No,2,No,174900,1960
5.15534,3.21722,3,1,51,Low,Yes,1,No,143000,1649
5.21722,3.23754,3,1,52,Low,Yes,1,No,164900,1728
5.2393,3.2003,3,2,44,Low,Yes,1,No,173500,1586
5.20898,3.20194,2,1,51,Low,No,1,No,161800,1592
5.17026,3.18013,2,2,38,Low,Yes,1,No,148000,1514
5.24797,3.29048,4,2,39,Low,Yes,2,No,177000,1952
5.1758,3.19033,3,1,46,Low,Yes,2,No,149900,1550
5.23045,3.18865,2,2,45,Low,No,1,No,170000,1544
5.15229,3.19479,3,1,43,Low,No,1,No,142000,1566
5.27161,3.21748,3,2,41,Low,Yes,2,No,186900,1650
5.18441,3.14364,2,2,51,Low,No,2,No,152900,1392
5.54407,3.47436,5,4,52,Low,Yes,2,No,350000,2981
5.11394,3.14983,2,1,62,Low,No,1,No,130000,1412
5.22505,3.33846,4,2,54,Low,No,2,No,167900,2180
5.26694,3.23147,2,2,48,Low,Yes,2,No,184900,1704
5.25042,3.20412,3,2,45,Low,Yes,2,No,178000,1600
5.04532,3.10585,3,2,51,Low,No,1,No,111000,1276
5.31597,3.22167,4,2,48,Low,No,1,No,207000,1666
5.27875,3.24551,3,2,28,Low,Yes,2,No,190000,1760
5.36173,3.26387,3,2,56,Low,No,2,No,230000,1836
5.21748,3.21378,3,1,49,Low,No,2,No,165000,1636
5.32222,3.24254,3,2,45,Low,Yes,2,No,210000,1748
5.35411,3.40756,4,2,79,Low,No,2,No,226000,2556
5.1758,3.17926,4,1,48,Low,Yes,1,No,149900,1511
5.19033,3.18298,3,2,44,Low,Yes,2,No,155000,1524
5.34223,3.26031,4,2,46,Low,Yes,2,No,219900,1821
5.12057,3.20303,1,1,62,Low,No,0,No,132000,1596
5.29003,3.37876,4,2,42,Low,No,2,No,195000,2392
5.19285,3.24254,2,1,46,Low,Yes,2,No,155900,1748
5.07882,3.14114,2,1,53,Low,No,0,No,119900,1384
5.24304,3.21165,3,1,45,Low,Yes,2,Yes,175000,1628
5.48287,3.28126,4,2,49,Low,Yes,2,No,304000,1911
5.27875,3.21059,4,3,43,Low,No,1,No,190000,1624
5.36003,3.29137,3,2,18,Low,Yes,2,Yes,229100,1956
5.273,3.30363,4,2,49,Low,No,2,No,187500,2012
5.23805,3.2014,2,2,46,Low,Yes,2,No,173000,1590
5.23045,3.22712,2,1,61,Low,Yes,1,No,170000,1687
5.25285,3.25912,4,1,46,Low,Yes,2,No,179000,1816
5.21085,3.21005,3,1,46,Low,Yes,1,No,162500,1622
5.23553,3.2052,4,2,48,Low,Yes,2,No,172000,1604
5.18526,3.20194,4,2,46,Low,No,1,No,153200,1592
5.34242,3.28375,3,2,50,Low,Yes,2,No,220000,1922
5.24055,3.27692,3,1,47,Low,Yes,1,No,174000,1892
5.30103,3.21165,3,1,43,Low,Yes,2,No,200000,1628
5.20683,3.2159,2,2,46,Low,Yes,2,No,161000,1644
5.13033,3.16137,3,1,47,Low,Yes,2,No,135000,1450
5.27875,3.20194,3,2,43,Low,Yes,2,No,190000,1592
5.18696,3.21854,2,1,40,Low,No,2,No,153800,1654
5.16107,3.14239,2,1,52,Low,Yes,2,No,144900,1388
5.21748,3.22272,3,2,49,Low,No,2,No,165000,1670
5.26951,3.2907,3,2,46,Low,Yes,1,No,186000,1953
5.22272,3.30276,3,1,39,Low,Yes,2,No,167000,2008
5.27784,3.21748,3,2,42,Low,Yes,2,No,189600,1650
5.23045,3.19811,3,1,27,Low,Yes,2,No,170000,1578
5.27761,3.20898,3,2,40,Low,Yes,2,No,189500,1618
5.18611,3.21537,3,1,43,Low,No,2,No,153500,1642
5.20385,3.30276,1,2,61,Low,Yes,2,No,159900,2008
5.19866,3.2052,3,2,42,Low,Yes,1,No,158000,1604
5.24304,3.30856,4,2,40,Low,Yes,3,No,175000,2035
5.16732,3.18583,3,2,47,Low,No,1,No,147000,1534
5.19033,3.21059,2,2,47,Low,Yes,2,No,155000,1624
5.17609,3.23045,4,2,48,Low,Yes,1,No,150000,1700
5.21748,3.21219,3,2,24,Low,Yes,2,No,165000,1630
5.16732,3.18355,3,2,45,Low,Yes,1,No,147000,1526
5.1651,3.22324,3,1,53,Low,Yes,2,No,146250,1672
5.2492,3.20085,4,2,22,Low,Yes,2,No,177500,1588
5.18653,3.24353,4,2,52,Low,Yes,2,No,153650,1752
5.29994,3.22376,4,2,55,Low,No,2,No,199500,1674
5.26951,3.29667,3,1,75,Low,No,1,No,186000,1980
5.14582,3.14489,1,1,52,Low,No,2,No,139900,1396
5.20412,3.07115,1,1,43,Low,No,2,No,160000,1178
5.09691,3.1014,2,2,47,Low,No,0,No,125000,1263
5.55618,3.37603,5,2,65,Low,Yes,2,No,359900,2377
5.266,3.11528,3,1,51,Low,Yes,2,No,184500,1304
5.19033,3.1271,3,1,50,Low,No,0,No,155000,1340
5.17609,3.19285,2,1,50,Low,No,2,No,150000,1559
5.16435,3.14983,1,2,82,Low,Yes,0,No,146000,1412
5.11059,3.07846,2,2,77,Low,Yes,2,No,129000,1198
5.16137,3.15351,2,1,55,Low,Yes,2,No,145000,1424
5.30103,3.13672,4,1,77,Low,No,1,No,200000,1370
5.1758,3.19976,3,2,45,Low,Yes,2,No,149900,1584
5.12057,3.19507,2,1,68,Low,Yes,1,No,132000,1567
5.1364,3.14891,2,1,51,Low,No,1,No,136900,1409
5.13672,3.2188,2,1,67,Low,No,1,No,137000,1655
5.26717,3.2887,3,2,63,Low,Yes,2,No,185000,1944
5.12548,3.28375,3,1,52,Low,No,2,No,133500,1922
5.09342,3.17026,3,2,49,Low,Yes,2,No,124000,1480
4.98,3.07335,2,1,51,Low,No,1,No,95500,1184
